# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	462434	463897	-	WP_000029046.1	WP_000029046.1		HsdM family class I SAM-dependent methyltransferase			SPD_RS02445	1464	487	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	463910	466243	-					hsdR		SPD_RS02450	2334		old_locus_tag=SPD_0455
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	463910	466243	-	WP_000229101.1	WP_000229101.1		EcoAI/FtnUII family type I restriction enzme subunit R	hsdR		SPD_RS02450	2334	777	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	466851	467360	+							SPD_RS02460	510		old_locus_tag=SPD_0457
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	466851	467360	+	WP_001088694.1	WP_001088694.1		DUF2812 domain-containing protein			SPD_RS02460	510	169	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	467524	468558	+					hrcA		SPD_RS02465	1035		old_locus_tag=SPD_0458
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	467524	468558	+	WP_000255770.1	WP_000255770.1		heat-inducible transcriptional repressor HrcA	hrcA		SPD_RS02465	1035	344	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	468585	469109	+					grpE		SPD_RS02470	525		old_locus_tag=SPD_0459
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	468585	469109	+	WP_000046028.1	WP_000046028.1		nucleotide exchange factor GrpE	grpE		SPD_RS02470	525	174	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	469589	471412	+					dnaK		SPD_RS02475	1824		old_locus_tag=SPD_0460
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	469589	471412	+	WP_000034662.1	WP_000034662.1		molecular chaperone DnaK	dnaK		SPD_RS02475	1824	607	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	471414	471770	+							SPD_RS02480	357		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	471414	471770	+	WP_000114427.1	WP_000114427.1		hypothetical protein			SPD_RS02480	357	118	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	472172	473290	+					dnaJ		SPD_RS02485	1119		old_locus_tag=SPD_0461
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	472172	473290	+	WP_001066302.1	WP_001066302.1		molecular chaperone DnaJ	dnaJ		SPD_RS02485	1119	372	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	473625	473912	-							SPD_RS02490	288		old_locus_tag=SPD_0462
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	473625	473912	-	WP_000777760.1	WP_000777760.1		hypothetical protein			SPD_RS02490	288	95	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	473922	474332	-							SPD_RS02495	411		old_locus_tag=SPD_0463
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	473922	474332	-	WP_001278301.1	WP_001278301.1		HIT family protein			SPD_RS02495	411	136	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	474400	475131	+							SPD_RS02500	732		old_locus_tag=SPD_0464
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	474400	475131	+	WP_000889919.1	WP_000889919.1		ABC transporter ATP-binding protein			SPD_RS02500	732	243	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	475128	476177	+							SPD_RS02505	1050		old_locus_tag=SPD_0465
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	475128	476177	+	WP_000653770.1	WP_000653770.1		ABC transporter permease			SPD_RS02505	1050	349	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	476345	476674	-							SPD_RS02510	330		old_locus_tag=SPD_0466
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	476345	476674	-	WP_000132569.1	WP_000132569.1		hypothetical protein			SPD_RS02510	330	109	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	476950	477288	+							SPD_RS02515	339		old_locus_tag=SPD_0467
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	476950	477288	+	WP_000682124.1	WP_000682124.1		LytTR family DNA-binding domain-containing protein			SPD_RS02515	339	112	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	477293	478030	+							SPD_RS02520	738		old_locus_tag=SPD_0468
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	477293	478030	+	WP_001219139.1	WP_001219139.1		response regulator transcription factor			SPD_RS02520	738	245	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	478044	479384	+							SPD_RS02525	1341		old_locus_tag=SPD_0469
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	478044	479384	+	WP_001017622.1	WP_001017622.1		sensor histidine kinase			SPD_RS02525	1341	446	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	479426	479581	-					blpC		SPD_RS02530	156		old_locus_tag=SPD_0470
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	479426	479581	-	WP_000358817.1	WP_000358817.1		quorum-sensing system pheromone BlpC	blpC		SPD_RS02530	156	51	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	479638	480999	-							SPD_RS02535	1362		pseudo;old_locus_tag=SPD_0471
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	479638	480999	-				bacteriocin secretion accessory protein			SPD_RS02535	1362		pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	481010	482686	-							SPD_RS02540	1677		old_locus_tag=SPD_0472
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	481010	482686	-	WP_306423909.1	WP_306423909.1		peptide cleavage/export ABC transporter			SPD_RS02540	1677	558	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	482580	483167	-							SPD_RS12060	588		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	482580	483167	-	WP_001856103.1	WP_001856103.1		cysteine peptidase family C39 domain-containing protein			SPD_RS12060	588	195	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	483457	483690	+							SPD_RS02545	234		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	483457	483690	+	WP_001093273.1	WP_001093273.1		hypothetical protein			SPD_RS02545	234	77	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	483722	484411	+							SPD_RS02550	690		old_locus_tag=SPD_0473
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	483722	484411	+	WP_000760523.1	WP_000760523.1		CPBP family intramembrane glutamic endopeptidase			SPD_RS02550	690	229	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	484453	484686	+					blpZ		SPD_RS02555	234		old_locus_tag=SPD_0474
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	484453	484686	+	WP_000276498.1	WP_000276498.1		immunity protein BlpZ	blpZ		SPD_RS02555	234	77	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	484837	485448	+							SPD_RS02565	612		old_locus_tag=SPD_0475
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	484837	485448	+	WP_000394036.1	WP_000394036.1		CPBP family intramembrane glutamic endopeptidase			SPD_RS02565	612	203	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	485609	486403	+					ccrZ		SPD_RS02570	795		old_locus_tag=SPD_0476
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	485609	486403	+	WP_000363002.1	WP_000363002.1		cell cycle regulator CcrZ	ccrZ		SPD_RS02570	795	264	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	486400	487035	+					trmB		SPD_RS02575	636		old_locus_tag=SPD_0477
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	486400	487035	+	WP_001266083.1	WP_001266083.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		SPD_RS02575	636	211	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	487161	487640	+					rimP		SPD_RS02580	480		old_locus_tag=SPD_0478
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	487161	487640	+	WP_001810863.1	WP_001810863.1		ribosome maturation factor RimP	rimP		SPD_RS02580	480	159	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	487684	488820	+					nusA		SPD_RS02585	1137		old_locus_tag=SPD_0479
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	487684	488820	+	WP_000032294.1	WP_000032294.1		transcription termination factor NusA	nusA		SPD_RS02585	1137	378	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	488842	489135	+					rnpM		SPD_RS02590	294		old_locus_tag=SPD_0480
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	488842	489135	+	WP_000857562.1	WP_000857562.1		RNase P modulator RnpM	rnpM		SPD_RS02590	294	97	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	489128	489427	+							SPD_RS02595	300		old_locus_tag=SPD_0481
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	489128	489427	+	WP_001041385.1	WP_001041385.1		YlxQ-related RNA-binding protein			SPD_RS02595	300	99	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	489444	492236	+					infB		SPD_RS02600	2793		old_locus_tag=SPD_0482
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	489444	492236	+	WP_000039219.1	WP_000039219.1		translation initiation factor IF-2	infB		SPD_RS02600	2793	930	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	492487	492837	+					rbfA		SPD_RS02605	351		old_locus_tag=SPD_0483
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	492487	492837	+	WP_000247133.1	WP_000247133.1		30S ribosome-binding factor RbfA	rbfA		SPD_RS02605	351	116	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	493116	493895	+							SPD_RS02610	780		old_locus_tag=SPD_0484
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	493116	493895	+	WP_000840383.1	WP_000840383.1		hypothetical protein			SPD_RS02610	780	259	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	493897	494079	+							SPD_RS02615	183		old_locus_tag=SPD_0485
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	493897	494079	+	WP_000522939.1	WP_000522939.1		hypothetical protein			SPD_RS02615	183	60	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494076	494216	+							SPD_RS11285	141		old_locus_tag=SPD_0486
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494076	494216	+	WP_000668195.1	WP_000668195.1		hypothetical protein			SPD_RS11285	141	46	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494346	494498	-							SPD_RS11500	153		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494346	494498	-	WP_001822468.1	WP_001822468.1		hypothetical protein			SPD_RS11500	153	50	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494529	494762	+							SPD_RS02625	234		old_locus_tag=SPD_0487
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494529	494762	+	WP_000368737.1	WP_000368737.1		DUF1858 domain-containing protein			SPD_RS02625	234	77	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494762	496096	+							SPD_RS02630	1335		old_locus_tag=SPD_0488
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	494762	496096	+	WP_000129082.1	WP_000129082.1		DUF438 domain-containing protein			SPD_RS02630	1335	444	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	496106	496360	+							SPD_RS02635	255		old_locus_tag=SPD_0489
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	496106	496360	+	WP_000119707.1	WP_000119707.1		DUF1912 family protein			SPD_RS02635	255	84	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	496456	496851	+							SPD_RS02640	396		old_locus_tag=SPD_0490
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	496456	496851	+	WP_000038629.1	WP_000038629.1		helix-hairpin-helix domain-containing protein			SPD_RS02640	396	131	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	497263	497712	+							SPD_RS02645	450		old_locus_tag=SPD_0491
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	497263	497712	+	WP_000580659.1	WP_000580659.1		flavin reductase			SPD_RS02645	450	149	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	497699	498256	+							SPD_RS02650	558		old_locus_tag=SPD_0492
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	497699	498256	+	WP_000124550.1	WP_000124550.1		GNAT family N-acetyltransferase			SPD_RS02650	558	185	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	498258	499220	+							SPD_RS02655	963		old_locus_tag=SPD_0493
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	498258	499220	+	WP_001286126.1	WP_001286126.1		hypothetical protein			SPD_RS02655	963	320	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	499232	501883	+							SPD_RS02660	2652		old_locus_tag=SPD_0494
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	499232	501883	+	WP_000032218.1	WP_000032218.1		valine--tRNA ligase			SPD_RS02660	2652	883	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	501953	502708	+							SPD_RS02665	756		old_locus_tag=SPD_0495
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	501953	502708	+	WP_000033780.1	WP_000033780.1		DUF3883 domain-containing protein			SPD_RS02665	756	251	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	502991	503794	+							SPD_RS02670	804		old_locus_tag=SPD_0496
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	502991	503794	+	WP_001183270.1	WP_001183270.1		Fic/DOC family protein			SPD_RS02670	804	267	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	503910	505160	-							SPD_RS11290	1251		pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	503910	505160	-				IS3 family transposase			SPD_RS11290	1251		pseudo
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	505407	506390	+							SPD_RS11505	984		partial;pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	505407	506390	+				TOTE conflict system archaeo-eukaryotic primase domain-containing protein			SPD_RS11505	984		partial;pseudo
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	506496	506777	+							SPD_RS12065	282		partial;pseudo
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	506496	506777	+				DNA primase			SPD_RS12065	282		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	506993	507196	+							SPD_RS11510	204		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	506993	507196	+	WP_001812480.1	WP_001812480.1		DEAD/DEAH box helicase			SPD_RS11510	204	67	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	507168	507446	+							SPD_RS11515	279		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	507168	507446	+	WP_001812481.1	WP_001812481.1		hypothetical protein			SPD_RS11515	279	92	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	507473	508102	+							SPD_RS11520	630		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	507473	508102	+	WP_088839871.1	WP_088839871.1		RNA helicase			SPD_RS11520	630	209	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	508403	509242	+					licT		SPD_RS02695	840		old_locus_tag=SPD_0501
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	508403	509242	+	WP_000584532.1	WP_000584532.1		BglG family transcription antiterminator LicT	licT		SPD_RS02695	840	279	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	509260	511098	+							SPD_RS02700	1839		old_locus_tag=SPD_0502
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	509260	511098	+	WP_000120562.1	WP_000120562.1		beta-glucoside-specific PTS transporter subunit IIABC			SPD_RS02700	1839	612	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	511111	512526	+							SPD_RS02705	1416		old_locus_tag=SPD_0503
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	511111	512526	+	WP_000151829.1	WP_000151829.1		glycoside hydrolase family 1 protein			SPD_RS02705	1416	471	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	513118	514164	+					pheS		SPD_RS02710	1047		old_locus_tag=SPD_0504
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	513118	514164	+	WP_001813261.1	WP_001813261.1		phenylalanine--tRNA ligase subunit alpha	pheS		SPD_RS02710	1047	348	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	514164	514673	+							SPD_RS02715	510		old_locus_tag=SPD_0505
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	514164	514673	+	WP_000619941.1	WP_000619941.1		GNAT family N-acetyltransferase			SPD_RS02715	510	169	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	514750	517152	+					pheT		SPD_RS02720	2403		old_locus_tag=SPD_0506
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	514750	517152	+	WP_000909142.1	WP_000909142.1		phenylalanine--tRNA ligase subunit beta	pheT		SPD_RS02720	2403	800	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	517220	518221	-							SPD_RS02725	1002		old_locus_tag=SPD_0507
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	517220	518221	-	WP_000597995.1	WP_000597995.1		endonuclease/exonuclease/phosphatase family protein			SPD_RS02725	1002	333	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	518377	518824	+							SPD_RS02730	448		partial;pseudo;old_locus_tag=SPD_0508
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	518377	518824	+				IS30 family transposase			SPD_RS02730	448		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	518950	519216	+							SPD_RS02735	267		old_locus_tag=SPD_0509
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	518950	519216	+	WP_001819358.1	WP_001819358.1		helix-turn-helix domain-containing protein			SPD_RS02735	267	88	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	519477	521726	+					metE		SPD_RS02740	2250		old_locus_tag=SPD_0510
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	519477	521726	+	WP_000108190.1	WP_000108190.1		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE		SPD_RS02740	2250	749	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	521790	522656	+					metF		SPD_RS02745	867		old_locus_tag=SPD_0511
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	521790	522656	+	WP_000089991.1	WP_000089991.1		methylenetetrahydrofolate reductase [NAD(P)H]	metF		SPD_RS02745	867	288	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	523341	525554	+					pnp		SPD_RS02755	2214		old_locus_tag=SPD_0512
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	523341	525554	+	WP_001118978.1	WP_001118978.1		polyribonucleotide nucleotidyltransferase	pnp		SPD_RS02755	2214	737	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	525570	526187	+					cysE		SPD_RS02760	618		old_locus_tag=SPD_0513
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	525570	526187	+	WP_000539991.1	WP_000539991.1		serine O-acetyltransferase	cysE		SPD_RS02760	618	205	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	526199	527083	+							SPD_RS02765	885		old_locus_tag=SPD_0514
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	526199	527083	+	WP_000613659.1	WP_000613659.1		GNAT family N-acetyltransferase			SPD_RS02765	885	294	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	527165	528508	+					cysS		SPD_RS02775	1344		old_locus_tag=SPD_0515
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	527165	528508	+	WP_000591098.1	WP_000591098.1		cysteine--tRNA ligase	cysS		SPD_RS02775	1344	447	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	528501	528887	+							SPD_RS02780	387		old_locus_tag=SPD_0516
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	528501	528887	+	WP_000567914.1	WP_000567914.1		Mini-ribonuclease 3			SPD_RS02780	387	128	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	528891	529775	+							SPD_RS02785	885		old_locus_tag=SPD_0517
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	528891	529775	+	WP_001208176.1	WP_001208176.1		helix-turn-helix domain-containing protein			SPD_RS02785	885	294	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	529912	530367	+							SPD_RS02790	456		old_locus_tag=SPD_0518
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	529912	530367	+	WP_001856111.1	WP_001856111.1		hypothetical protein			SPD_RS02790	456	151	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	530653	530823	+							SPD_RS11010	171		partial;pseudo;old_locus_tag=SPD_0520
CDS	without_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	530653	530823	+				group II intron maturase-specific domain-containing protein			SPD_RS11010	171		partial;pseudo
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	531181	532458	+							SPD_RS02795	1278		old_locus_tag=SPD_0521
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	531181	532458	+	WP_001068289.1	WP_001068289.1		ABC transporter permease			SPD_RS02795	1278	425	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	532471	533118	+					vex2		SPD_RS02800	648		old_locus_tag=SPD_0522
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	532471	533118	+	WP_000173746.1	WP_000173746.1		ABC transporter ATP-binding subunit Vex2	vex2		SPD_RS02800	648	215	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	533170	534549	+					vex3		SPD_RS02805	1380		old_locus_tag=SPD_0523
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	533170	534549	+	WP_000902984.1	WP_000902984.1		ABC transporter permease subunit Vex3	vex3		SPD_RS02805	1380	459	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	534729	534812	+					pep27		SPD_RS11415	84		
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	534729	534812	+	WP_198523890.1	WP_198523890.1		putative autolysis signal peptide Pep27	pep27		SPD_RS11415	84	27	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	534861	535517	+					vncR		SPD_RS02810	657		old_locus_tag=SPD_0524
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	534861	535517	+	WP_000697960.1	WP_000697960.1		response regulator transcription factor VncR	vncR		SPD_RS02810	657	218	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	535514	536842	+					vncS		SPD_RS02815	1329		old_locus_tag=SPD_0525
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	535514	536842	+	WP_000831343.1	WP_000831343.1		sensor histidine kinase VncS	vncS		SPD_RS02815	1329	442	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	536983	537864	+							SPD_RS02820	882		old_locus_tag=SPD_0526
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	536983	537864	+	WP_001019003.1	WP_001019003.1		class II fructose-bisphosphate aldolase			SPD_RS02820	882	293	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	538185	539375	-							SPD_RS02825	1191		old_locus_tag=SPD_0527
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	538185	539375	-	WP_000843716.1	WP_000843716.1		ferric reductase-like transmembrane domain-containing protein			SPD_RS02825	1191	396	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	539633	540292	-							SPD_RS02835	660		old_locus_tag=SPD_0528
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	539633	540292	-	WP_000443862.1	WP_000443862.1		amino acid ABC transporter permease			SPD_RS02835	660	219	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	540302	540979	-							SPD_RS02840	678		old_locus_tag=SPD_0529
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	540302	540979	-	WP_000131158.1	WP_000131158.1		amino acid ABC transporter permease			SPD_RS02840	678	225	
gene	protein_coding	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	540992	541786	-							SPD_RS02845	795		old_locus_tag=SPD_0530
CDS	with_protein	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	540992	541786	-	WP_000726170.1	WP_000726170.1		transporter substrate-binding domain-containing protein			SPD_RS02845	795	264	
gene	pseudogene	GCF_000014365.2	Primary Assembly	chromosome		NC_008533.2	541797	542555	-							SPD_RS02850	759		pseudo;old_locus_tag=SPD_0531
