# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	162244	163635	+							SP_RS00850	1392		old_locus_tag=SP_0167
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	162244	163635	+	WP_000358548.1	WP_000358548.1		hypothetical protein			SP_RS00850	1392	463	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	163632	164810	+							SP_RS00855	1179		old_locus_tag=SP_0168
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	163632	164810	+	WP_000792992.1	WP_000792992.1		MFS transporter			SP_RS00855	1179	392	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	164848	165211	+							SP_RS13715	364		partial;pseudo
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	164848	165211	+				DeoR family transcriptional regulator			SP_RS13715	364		partial;pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	165235	165468	+							SP_RS00860	234		old_locus_tag=SP_0171
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	165235	165468	+	WP_000623387.1	WP_000623387.1		ROK family protein			SP_RS00860	234	77	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	165751	167700	+					mutL		SP_RS00865	1950		old_locus_tag=SP_0173
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	165751	167700	+	WP_000018169.1	WP_000018169.1		DNA mismatch repair endonuclease MutL	mutL		SP_RS00865	1950	649	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	168025	168492	-					ribH		SP_RS00870	468		old_locus_tag=SP_0175
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	168025	168492	-	WP_001099502.1	WP_001099502.1		6,7-dimethyl-8-ribityllumazine synthase	ribH		SP_RS00870	468	155	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	168493	169698	-							SP_RS00875	1206		old_locus_tag=SP_0176
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	168493	169698	-	WP_001835921.1	WP_001835921.1		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II			SP_RS00875	1206	401	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	169718	170353	-					ribE		SP_RS00880	636		old_locus_tag=SP_0177
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	169718	170353	-	WP_000493842.1	WP_000493842.1		riboflavin synthase	ribE		SP_RS00880	636	211	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	170338	171438	-					ribD		SP_RS00885	1101		old_locus_tag=SP_0178
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	170338	171438	-	WP_001284098.1	WP_001284098.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		SP_RS00885	1101	366	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	171843	172436	+					ruvA		SP_RS00890	594		old_locus_tag=SP_0179
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	171843	172436	+	WP_000271487.1	WP_000271487.1		Holliday junction branch migration protein RuvA	ruvA		SP_RS00890	594	197	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	172446	173009	+							SP_RS00895	564		old_locus_tag=SP_0180
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	172446	173009	+	WP_000166604.1	WP_000166604.1		DNA-3-methyladenine glycosylase I			SP_RS00895	564	187	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	173006	173683	+							SP_RS00900	678		old_locus_tag=SP_0181
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	173006	173683	+	WP_000987408.1	WP_000987408.1		CPBP family intramembrane glutamic endopeptidase			SP_RS00900	678	225	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	173820	174851	-							SP_RS00905	1032		old_locus_tag=SP_0182
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	173820	174851	-	WP_000255096.1	WP_000255096.1		S66 family peptidase			SP_RS00905	1032	343	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	175106	175789	-							SP_RS00910	684		old_locus_tag=SP_0184
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	175106	175789	-	WP_000078022.1	WP_000078022.1		DUF1129 domain-containing protein			SP_RS00910	684	227	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	175801	176745	-							SP_RS00915	945		old_locus_tag=SP_0185
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	175801	176745	-	WP_000815629.1	WP_000815629.1		magnesium transporter CorA family protein			SP_RS00915	945	314	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	176877	179708	+					uvrA		SP_RS00920	2832		old_locus_tag=SP_0186
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	176877	179708	+	WP_001152899.1	WP_001152899.1		excinuclease ABC subunit UvrA	uvrA		SP_RS00920	2832	943	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	179701	180762	+							SP_RS00925	1062		old_locus_tag=SP_0187
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	179701	180762	+	WP_001042856.1	WP_001042856.1		M24 family metallopeptidase			SP_RS00925	1062	353	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	180894	181292	+					spx		SP_RS00930	399		old_locus_tag=SP_0189
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	180894	181292	+	WP_000591165.1	WP_000591165.1		transcriptional regulator Spx	spx		SP_RS00930	399	132	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	181358	181927	+							SP_RS00935	570		old_locus_tag=SP_0191
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	181358	181927	+	WP_000725133.1	WP_000725133.1		SP0191 family lipoprotein			SP_RS00935	570	189	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182014	182280	+							SP_RS00940	267		old_locus_tag=SP_0192
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182014	182280	+	WP_000507059.1	WP_000507059.1		IreB family regulatory phosphoprotein			SP_RS00940	267	88	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182284	182703	+					ruvX		SP_RS00945	420		old_locus_tag=SP_0193
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182284	182703	+	WP_001808830.1	WP_001808830.1		Holliday junction resolvase RuvX	ruvX		SP_RS00945	420	139	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182719	183024	+							SP_RS00950	306		old_locus_tag=SP_0194
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	182719	183024	+	WP_000017620.1	WP_000017620.1		DUF1292 domain-containing protein			SP_RS00950	306	101	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	183283	184533	+							SP_RS00955	1251		old_locus_tag=SP_0197
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	183283	184533	+	WP_000464332.1	WP_000464332.1		folylpolyglutamate synthase/dihydrofolate synthase family protein			SP_RS00955	1251	416	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	184617	185075	+							SP_RS00960	459		old_locus_tag=SP_0198
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	184617	185075	+	WP_000769485.1	WP_000769485.1		SP_0198 family lipoprotein			SP_RS00960	459	152	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	185221	186753	+					cls		SP_RS00965	1533		old_locus_tag=SP_0199
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	185221	186753	+	WP_000877334.1	WP_000877334.1		cardiolipin synthase	cls		SP_RS00965	1533	510	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	186831	186974	+							SP_RS12970	144		
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	186831	186974	+	WP_000956126.1	WP_000956126.1		hypothetical protein			SP_RS12970	144	47	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	187011	188550	+							SP_RS00975	1540		pseudo;old_locus_tag=SP_0200
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	187011	188550	+				damage-inducible protein CinA			SP_RS00975	1540		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	188670	190877	+					nrdD		SP_RS00980	2208		old_locus_tag=SP_0202
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	188670	190877	+	WP_000560886.1	WP_000560886.1		anaerobic ribonucleoside-triphosphate reductase	nrdD		SP_RS00980	2208	735	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	190889	191029	+							SP_RS12975	141		old_locus_tag=SP_0203
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	190889	191029	+	WP_000521619.1	WP_000521619.1		hypothetical protein			SP_RS12975	141	46	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	191073	191579	+							SP_RS00990	507		old_locus_tag=SP_0204
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	191073	191579	+	WP_000423417.1	WP_000423417.1		GNAT family N-acetyltransferase			SP_RS00990	507	168	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	191572	192162	+					nrdG		SP_RS00995	591		old_locus_tag=SP_0205
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	191572	192162	+	WP_001064214.1	WP_001064214.1		anaerobic ribonucleoside-triphosphate reductase activating protein	nrdG		SP_RS00995	591	196	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	192159	192775	+							SP_RS12610	617		pseudo
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	192159	192775	+				uridine kinase family protein			SP_RS12610	617		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	193042	193350	+					rpsJ		SP_RS01005	309		old_locus_tag=SP_0208
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	193042	193350	+	WP_001284513.1	WP_001284513.1		30S ribosomal protein S10	rpsJ		SP_RS01005	309	102	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	193567	194193	+					rplC		SP_RS01010	627		old_locus_tag=SP_0209
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	193567	194193	+	WP_000160197.1	WP_000160197.1		50S ribosomal protein L3	rplC		SP_RS01010	627	208	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	194218	194841	+					rplD		SP_RS01015	624		old_locus_tag=SP_0210
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	194218	194841	+	WP_000024543.1	WP_000024543.1		50S ribosomal protein L4	rplD		SP_RS01015	624	207	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	194841	195137	+							SP_RS01020	297		old_locus_tag=SP_0211
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	194841	195137	+	WP_001055347.1	WP_001055347.1		50S ribosomal protein L23			SP_RS01020	297	98	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	195155	195988	+					rplB		SP_RS01025	834		old_locus_tag=SP_0212
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	195155	195988	+	WP_000512911.1	WP_000512911.1		50S ribosomal protein L2	rplB		SP_RS01025	834	277	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196092	196373	+					rpsS		SP_RS01030	282		old_locus_tag=SP_0213
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196092	196373	+	WP_000533766.1	WP_000533766.1		30S ribosomal protein S19	rpsS		SP_RS01030	282	93	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196385	196729	+					rplV		SP_RS01035	345		old_locus_tag=SP_0214
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196385	196729	+	WP_000818137.1	WP_000818137.1		50S ribosomal protein L22	rplV		SP_RS01035	345	114	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196742	197395	+					rpsC		SP_RS01040	654		old_locus_tag=SP_0215
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	196742	197395	+	WP_000529936.1	WP_000529936.1		30S ribosomal protein S3	rpsC		SP_RS01040	654	217	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	197399	197812	+					rplP		SP_RS01045	414		old_locus_tag=SP_0216
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	197399	197812	+	WP_000960946.1	WP_000960946.1		50S ribosomal protein L16	rplP		SP_RS01045	414	137	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	197822	198028	+					rpmC		SP_RS01050	207		old_locus_tag=SP_0217
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	197822	198028	+	WP_000772918.1	WP_000772918.1		50S ribosomal protein L29	rpmC		SP_RS01050	207	68	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198053	198313	+					rpsQ		SP_RS01055	261		old_locus_tag=SP_0218
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198053	198313	+	WP_000440801.1	WP_000440801.1		30S ribosomal protein S17	rpsQ		SP_RS01055	261	86	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198339	198707	+					rplN		SP_RS01060	369		old_locus_tag=SP_0219
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198339	198707	+	WP_000616545.1	WP_000616545.1		50S ribosomal protein L14	rplN		SP_RS01060	369	122	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198785	199090	+					rplX		SP_RS01065	306		old_locus_tag=SP_0220
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	198785	199090	+	WP_000497691.1	WP_000497691.1		50S ribosomal protein L24	rplX		SP_RS01065	306	101	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	199114	199656	+					rplE		SP_RS01070	543		old_locus_tag=SP_0221
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	199114	199656	+	WP_000013542.1	WP_000013542.1		50S ribosomal protein L5	rplE		SP_RS01070	543	180	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	199674	199943	+					rpsN		SP_RS01075	270		old_locus_tag=SP_0222
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	199674	199943	+	WP_001085703.1	WP_001085703.1		30S ribosomal protein S14	rpsN		SP_RS01075	270	89	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	200228	200626	+					rpsH		SP_RS01080	399		old_locus_tag=SP_0224
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	200228	200626	+	WP_000245505.1	WP_000245505.1		30S ribosomal protein S8	rpsH		SP_RS01080	399	132	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	200818	201354	+					rplF		SP_RS01085	537		old_locus_tag=SP_0225
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	200818	201354	+	WP_000086634.1	WP_000086634.1		50S ribosomal protein L6	rplF		SP_RS01085	537	178	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	201438	201794	+					rplR		SP_RS01090	357		old_locus_tag=SP_0226
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	201438	201794	+	WP_000624044.1	WP_000624044.1		50S ribosomal protein L18	rplR		SP_RS01090	357	118	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	201812	202306	+					rpsE		SP_RS01095	495		old_locus_tag=SP_0227
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	201812	202306	+	WP_000874201.1	WP_000874201.1		30S ribosomal protein S5	rpsE		SP_RS01095	495	164	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	202320	202502	+					rpmD		SP_RS01100	183		old_locus_tag=SP_0228
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	202320	202502	+	WP_000057241.1	WP_000057241.1		50S ribosomal protein L30	rpmD		SP_RS01100	183	60	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	202647	203087	+					rplO		SP_RS01105	441		old_locus_tag=SP_0229
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	202647	203087	+	WP_000766087.1	WP_000766087.1		50S ribosomal protein L15	rplO		SP_RS01105	441	146	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	203100	204410	+					secY		SP_RS01110	1311		old_locus_tag=SP_0230
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	203100	204410	+	WP_000465397.1	WP_000465397.1		preprotein translocase subunit SecY	secY		SP_RS01110	1311	436	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	204561	205199	+							SP_RS01115	639		old_locus_tag=SP_0231
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	204561	205199	+	WP_001050436.1	WP_001050436.1		adenylate kinase			SP_RS01115	639	212	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205316	205534	+					infA		SP_RS01120	219		old_locus_tag=SP_0232
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205316	205534	+	WP_001029883.1	WP_001029883.1		translation initiation factor IF-1	infA		SP_RS01120	219	72	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205559	205675	+					rpmJ		SP_RS01125	117		old_locus_tag=SP_0233
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205559	205675	+	WP_001808836.1	WP_001808836.1		50S ribosomal protein L36	rpmJ		SP_RS01125	117	38	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205693	206058	+					rpsM		SP_RS01130	366		old_locus_tag=SP_0234
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	205693	206058	+	WP_000090781.1	WP_000090781.1		30S ribosomal protein S13	rpsM		SP_RS01130	366	121	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	206076	206459	+					rpsK		SP_RS01135	384		old_locus_tag=SP_0235
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	206076	206459	+	WP_001118385.1	WP_001118385.1		30S ribosomal protein S11	rpsK		SP_RS01135	384	127	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	206502	207437	+							SP_RS01140	936		old_locus_tag=SP_0236
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	206502	207437	+	WP_000568988.1	WP_000568988.1		DNA-directed RNA polymerase subunit alpha			SP_RS01140	936	311	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	207449	207835	+					rplQ		SP_RS01145	387		old_locus_tag=SP_0237
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	207449	207835	+	WP_000331494.1	WP_000331494.1		50S ribosomal protein L17	rplQ		SP_RS01145	387	128	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	208100	208366	+							SP_RS01150	267		old_locus_tag=SP_0238
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	208100	208366	+	WP_000644124.1	WP_000644124.1		ACT domain-containing protein			SP_RS01150	267	88	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	208376	209713	+							SP_RS01155	1338		old_locus_tag=SP_0239
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	208376	209713	+	WP_000354896.1	WP_000354896.1		PFL family protein			SP_RS01155	1338	445	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	209957	210649	+							SP_RS01160	693		old_locus_tag=SP_0240
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	209957	210649	+	WP_000241535.1	WP_000241535.1		histidine phosphatase family protein			SP_RS01160	693	230	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	210752	212397	-							SP_RS12615	1646		pseudo;old_locus_tag=SP_0241
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	210752	212397	-				ABC transporter permease			SP_RS12615	1646		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	212387	213478	-							SP_RS01180	1092		old_locus_tag=SP_0242
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	212387	213478	-	WP_001289686.1	WP_001289686.1		ABC transporter ATP-binding protein			SP_RS01180	1092	363	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	213491	214507	-							SP_RS01185	1017		old_locus_tag=SP_0243
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	213491	214507	-	WP_000731179.1	WP_000731179.1		extracellular solute-binding protein			SP_RS01185	1017	338	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	215094	215870	-							SP_RS01190	777		old_locus_tag=SP_0245
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	215094	215870	-	WP_000406170.1	WP_000406170.1		glycyl-radical enzyme activating protein			SP_RS01190	777	258	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	215992	216738	+							SP_RS01195	747		old_locus_tag=SP_0246
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	215992	216738	+	WP_000824975.1	WP_000824975.1		DeoR/GlpR family DNA-binding transcription regulator			SP_RS01195	747	248	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	216751	217731	+							SP_RS01200	981		old_locus_tag=SP_0247
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	216751	217731	+	WP_001070849.1	WP_001070849.1		sugar-binding domain-containing protein			SP_RS01200	981	326	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	217926	218246	+							SP_RS01205	321		old_locus_tag=SP_0248
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	217926	218246	+	WP_000425250.1	WP_000425250.1		PTS lactose/cellobiose transporter subunit IIA			SP_RS01205	321	106	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	218292	218600	+							SP_RS01210	309		old_locus_tag=SP_0249
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	218292	218600	+	WP_000238721.1	WP_000238721.1		PTS sugar transporter subunit IIB			SP_RS01210	309	102	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	218617	219915	+							SP_RS01215	1299		old_locus_tag=SP_0250
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	218617	219915	+	WP_000041344.1	WP_000041344.1		PTS sugar transporter subunit IIC			SP_RS01215	1299	432	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	220066	222504	+							SP_RS01220	2439		old_locus_tag=SP_0251
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	220066	222504	+	WP_000248316.1	WP_000248316.1		glycyl radical protein			SP_RS01220	2439	812	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	222523	223191	+							SP_RS01225	669		old_locus_tag=SP_0252
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	222523	223191	+	WP_000395437.1	WP_000395437.1		fructose-6-phosphate aldolase			SP_RS01225	669	222	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	223209	224297	+							SP_RS01230	1089		old_locus_tag=SP_0253
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	223209	224297	+	WP_001217820.1	WP_001217820.1		glycerol dehydrogenase			SP_RS01230	1089	362	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	224752	227253	+					leuS		SP_RS01235	2502		old_locus_tag=SP_0254
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	224752	227253	+	WP_000011793.1	WP_000011793.1		leucine--tRNA ligase	leuS		SP_RS01235	2502	833	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	227448	228143	+							SP_RS01240	696		old_locus_tag=SP_0255
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	227448	228143	+	WP_001144899.1	WP_001144899.1		GNAT family N-acetyltransferase			SP_RS01240	696	231	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	228155	228571	+							SP_RS01245	417		old_locus_tag=SP_0256
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	228155	228571	+	WP_000628406.1	WP_000628406.1		GNAT family N-acetyltransferase			SP_RS01245	417	138	
gene	pseudogene	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	229365	230621	+					ltrA		SP_RS12620	1257		pseudo;old_locus_tag=SP_0257
CDS	without_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	229365	230621	+				group II intron reverse transcriptase/maturase	ltrA		SP_RS12620	1257		pseudo
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	231373	231465	-							SP_RS01265	93		old_locus_tag=SP_0258
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	231373	231465	-	WP_000970381.1	WP_000970381.1		type I toxin-antitoxin system Fst family toxin			SP_RS01265	93	30	
gene	protein_coding	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	231600	232598	+					ruvB		SP_RS01270	999		old_locus_tag=SP_0259
CDS	with_protein	GCF_000006885.1	Primary Assembly	chromosome		NC_003028.3	231600	232598	+	WP_001808442.1	WP_001808442.1		Holliday junction branch migration DNA helicase RuvB	ruvB		SP_RS01270	999	332	
