# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	395489	397156	+							SPR_RS02050	1668		old_locus_tag=spr0400
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	395489	397156	+	WP_000036666.1	WP_000036666.1		DAK2 domain-containing protein			SPR_RS02050	1668	555	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	397357	399057	+							SPR_RS02055	1701		old_locus_tag=spr0401
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	397357	399057	+	WP_000411767.1	WP_000411767.1		acetolactate synthase large subunit			SPR_RS02055	1701	566	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	399050	399526	+					ilvN		SPR_RS02060	477		old_locus_tag=spr0402
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	399050	399526	+	WP_001253803.1	WP_001253803.1		acetolactate synthase small subunit	ilvN		SPR_RS02060	477	158	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	399592	400614	+					ilvC		SPR_RS02065	1023		old_locus_tag=spr0403
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	399592	400614	+	WP_000218054.1	WP_000218054.1		ketol-acid reductoisomerase	ilvC		SPR_RS02065	1023	340	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	400721	400957	+							SPR_RS02070	237		old_locus_tag=spr0404
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	400721	400957	+	WP_001811735.1	WP_001811735.1		hypothetical protein			SPR_RS02070	237	78	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	401195	401551	+							SPR_RS02075	357		old_locus_tag=spr0405
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	401195	401551	+	WP_001027901.1	WP_001027901.1		hypothetical protein			SPR_RS02075	357	118	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	401601	402851	+					ilvA		SPR_RS02080	1251		old_locus_tag=spr0406
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	401601	402851	+	WP_000952972.1	WP_000952972.1		threonine ammonia-lyase IlvA	ilvA		SPR_RS02080	1251	416	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	403586	403801	+							SPR_RS02085	216		old_locus_tag=spr0407
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	403586	403801	+	WP_001130038.1	WP_001130038.1		hypothetical protein			SPR_RS02085	216	71	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	403910	404650	-							SPR_RS02090	741		old_locus_tag=spr0408
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	403910	404650	-	WP_000189477.1	WP_000189477.1		amino acid ABC transporter ATP-binding protein			SPR_RS02090	741	246	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	404650	406215	-							SPR_RS02095	1566		old_locus_tag=spr0409
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	404650	406215	-	WP_001227315.1	WP_001227315.1		ABC transporter substrate-binding protein/permease			SPR_RS02095	1566	521	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	406353	408242	+							SPR_RS02100	1890		old_locus_tag=spr0410
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	406353	408242	+	WP_000750634.1	WP_000750634.1		DUF2207 domain-containing protein			SPR_RS02100	1890	629	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	408542	409410	-							SPR_RS11060	869		pseudo
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	408542	409410	-				transposase			SPR_RS11060	869		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	409666	410511	+							SPR_RS02110	846		old_locus_tag=spr0413
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	409666	410511	+	WP_000280773.1	WP_000280773.1		undecaprenyl-diphosphate phosphatase			SPR_RS02110	846	281	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	410657	411718	-					dinB		SPR_RS02115	1062		old_locus_tag=spr0414
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	410657	411718	-	WP_000904564.1	WP_000904564.1		DNA polymerase IV	dinB		SPR_RS02115	1062	353	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	411763	411885	-							SPR_RS10950	123		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	411763	411885	-	WP_001820559.1	WP_001820559.1		hypothetical protein			SPR_RS10950	123	40	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	412113	414437	+					pflB		SPR_RS02120	2325		old_locus_tag=spr0415
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	412113	414437	+	WP_000260643.1	WP_000260643.1		formate C-acetyltransferase	pflB		SPR_RS02120	2325	774	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	414804	415022	-							SPR_RS02125	219		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	414804	415022	-	WP_001812735.1	WP_001812735.1		hypothetical protein			SPR_RS02125	219	72	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	415349	415633	-							SPR_RS02135	285		old_locus_tag=spr0417
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	415349	415633	-	WP_000384133.1	WP_000384133.1		hypothetical protein			SPR_RS02135	285	94	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	417068	418291	-							SPR_RS02145	1224		old_locus_tag=spr0420
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	417068	418291	-	WP_000628991.1	WP_000628991.1		ROK family transcriptional regulator			SPR_RS02145	1224	407	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	418459	419781	+							SPR_RS02150	1323		old_locus_tag=spr0421
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	418459	419781	+	WP_001059630.1	WP_001059630.1		PTS sugar transporter subunit IIC			SPR_RS02150	1323	440	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	419783	421669	+							SPR_RS02155	1887		old_locus_tag=spr0422
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	419783	421669	+	WP_000236918.1	WP_000236918.1		DUF4838 domain-containing protein			SPR_RS02155	1887	628	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	421837	422181	+							SPR_RS02160	345		old_locus_tag=spr0423
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	421837	422181	+	WP_000836781.1	WP_000836781.1		PTS lactose/cellobiose transporter subunit IIA			SPR_RS02160	345	114	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	422191	423603	+					lacG		SPR_RS02165	1413		old_locus_tag=spr0424
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	422191	423603	+	WP_000429432.1	WP_000429432.1		6-phospho-beta-galactosidase	lacG		SPR_RS02165	1413	470	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	423672	425351	+							SPR_RS02170	1680		old_locus_tag=spr0425
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	423672	425351	+	WP_000359747.1	WP_000359747.1		PTS lactose transporter subunit IIBC			SPR_RS02170	1680	559	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	425479	426918	-							SPR_RS02175	1440		old_locus_tag=spr0426
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	425479	426918	-	WP_010976430.1	WP_010976430.1		TrkH family potassium uptake protein			SPR_RS02175	1440	479	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	426922	428271	-					trkA		SPR_RS02180	1350		old_locus_tag=spr0427
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	426922	428271	-	WP_000691690.1	WP_000691690.1		Trk system potassium transporter TrkA	trkA		SPR_RS02180	1350	449	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	428460	429308	+							SPR_RS02185	849		old_locus_tag=spr0428
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	428460	429308	+	WP_001063593.1	WP_001063593.1		SAM hydrolase/SAM-dependent halogenase family protein			SPR_RS02185	849	282	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	429323	429871	+							SPR_RS02190	549		old_locus_tag=spr0429
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	429323	429871	+	WP_000403169.1	WP_000403169.1		ECF-type riboflavin transporter substrate-binding protein			SPR_RS02190	549	182	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	429878	430090	+							SPR_RS02195	213		old_locus_tag=spr0429a
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	429878	430090	+	WP_000693301.1	WP_000693301.1		hypothetical protein			SPR_RS02195	213	70	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	430192	431874	+							SPR_RS02200	1683		old_locus_tag=spr0430
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	430192	431874	+	WP_000656519.1	WP_000656519.1		ABC transporter ATP-binding protein			SPR_RS02200	1683	560	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	431859	432689	+							SPR_RS02205	831		old_locus_tag=spr0431
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	431859	432689	+	WP_001148086.1	WP_001148086.1		energy-coupling factor transporter transmembrane component T family protein			SPR_RS02205	831	276	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	432882	433385	+							SPR_RS02210	504		old_locus_tag=spr0432
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	432882	433385	+	WP_000181383.1	WP_000181383.1		tRNA (cytidine(34)-2'-O)-methyltransferase			SPR_RS02210	504	167	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	433844	434407	+							SPR_RS02215	564		old_locus_tag=spr0433
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	433844	434407	+	WP_000185835.1	WP_000185835.1		ECF transporter S component			SPR_RS02215	564	187	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	434397	435047	+							SPR_RS02220	651		old_locus_tag=spr0434
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	434397	435047	+	WP_000653442.1	WP_000653442.1		phosphatase PAP2 family protein			SPR_RS02220	651	216	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	435075	435464	+							SPR_RS02225	390		old_locus_tag=spr0435
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	435075	435464	+	WP_000867305.1	WP_000867305.1		chromosome partitioning protein ParB			SPR_RS02225	390	129	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	435469	435918	+							SPR_RS02230	450		old_locus_tag=spr0436
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	435469	435918	+	WP_000333647.1	WP_000333647.1		GNAT family N-acetyltransferase			SPR_RS02230	450	149	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	436046	436633	+					rpoE		SPR_RS02235	588		old_locus_tag=spr0437
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	436046	436633	+	WP_000418402.1	WP_000418402.1		DNA-directed RNA polymerase subunit delta	rpoE		SPR_RS02235	588	195	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	437023	438630	+							SPR_RS02240	1608		old_locus_tag=spr0438
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	437023	438630	+	WP_000105242.1	WP_000105242.1		CTP synthase			SPR_RS02240	1608	535	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	439189	440820	-							SPR_RS02245	1632		old_locus_tag=spr0439
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	439189	440820	-	WP_000026641.1	WP_000026641.1		Na/Pi cotransporter family protein			SPR_RS02245	1632	543	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	441113	446092	+							SPR_RS02250	4980		old_locus_tag=spr0440
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	441113	446092	+	WP_000795191.1	WP_000795191.1		endo-beta-N-acetylglucosaminidase			SPR_RS02250	4980	1659	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	446182	447378	+							SPR_RS02255	1197		old_locus_tag=spr0441
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	446182	447378	+	WP_001096759.1	WP_001096759.1		phosphoglycerate kinase			SPR_RS02255	1197	398	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	447514	448041	+							SPR_RS02260	528		old_locus_tag=spr0442
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	447514	448041	+	WP_000119900.1	WP_000119900.1		FUSC family protein			SPR_RS02260	528	175	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	448118	448474	+					glnR		SPR_RS02265	357		old_locus_tag=spr0443
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	448118	448474	+	WP_000659547.1	WP_000659547.1		transcriptional repressor GlnR	glnR		SPR_RS02265	357	118	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	448511	449857	+					glnA		SPR_RS02270	1347		old_locus_tag=spr0444
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	448511	449857	+	WP_001122904.1	WP_001122904.1		type I glutamate--ammonia ligase	glnA		SPR_RS02270	1347	448	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	449953	450072	-							SPR_RS02275	120		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	449953	450072	-	WP_001808898.1	WP_001808898.1		hypothetical protein			SPR_RS02275	120	39	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	450037	450186	+							SPR_RS10605	150		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	450037	450186	+	WP_000410534.1	WP_000410534.1		hypothetical protein			SPR_RS10605	150	49	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	450637	451917	+							SPR_RS02285	1281		old_locus_tag=spr0445
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	450637	451917	+	WP_001220768.1	WP_001220768.1		restriction endonuclease subunit S			SPR_RS02285	1281	426	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	451871	452410	-							SPR_RS02290	540		old_locus_tag=spr0446
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	451871	452410	-	WP_001809509.1	WP_001809509.1		restriction endonuclease subunit S			SPR_RS02290	540	179	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	452481	453278	-					psrA		SPR_RS02295	798		old_locus_tag=spr0447
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	452481	453278	-	WP_000651183.1	WP_000651183.1		tyrosine-type DNA invertase PsrA	psrA		SPR_RS02295	798	265	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	453335	454903	-							SPR_RS02300	1569		old_locus_tag=spr0448
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	453335	454903	-	WP_000187233.1	WP_000187233.1		restriction endonuclease subunit S			SPR_RS02300	1569	522	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	454903	456366	-							SPR_RS02305	1464		old_locus_tag=spr0449
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	454903	456366	-	WP_000029046.1	WP_000029046.1		HsdM family class I SAM-dependent methyltransferase			SPR_RS02305	1464	487	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	456379	458712	-					hsdR		SPR_RS02310	2334		old_locus_tag=spr0450
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	456379	458712	-	WP_000229101.1	WP_000229101.1		EcoAI/FtnUII family type I restriction enzme subunit R	hsdR		SPR_RS02310	2334	777	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	459320	459829	+							SPR_RS02315	510		old_locus_tag=spr0452
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	459320	459829	+	WP_001088694.1	WP_001088694.1		DUF2812 domain-containing protein			SPR_RS02315	510	169	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	459993	461027	+					hrcA		SPR_RS02320	1035		old_locus_tag=spr0453
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	459993	461027	+	WP_000255770.1	WP_000255770.1		heat-inducible transcriptional repressor HrcA	hrcA		SPR_RS02320	1035	344	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	461054	461578	+					grpE		SPR_RS02325	525		old_locus_tag=spr0454
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	461054	461578	+	WP_000046028.1	WP_000046028.1		nucleotide exchange factor GrpE	grpE		SPR_RS02325	525	174	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	462058	463881	+					dnaK		SPR_RS02330	1824		old_locus_tag=spr0455
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	462058	463881	+	WP_000034662.1	WP_000034662.1		molecular chaperone DnaK	dnaK		SPR_RS02330	1824	607	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	463883	464239	+							SPR_RS02335	357		
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	463883	464239	+	WP_000114427.1	WP_000114427.1		hypothetical protein			SPR_RS02335	357	118	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	464641	465759	+					dnaJ		SPR_RS02340	1119		old_locus_tag=spr0456
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	464641	465759	+	WP_001066302.1	WP_001066302.1		molecular chaperone DnaJ	dnaJ		SPR_RS02340	1119	372	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466094	466381	-							SPR_RS02345	288		old_locus_tag=spr0457
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466094	466381	-	WP_000777760.1	WP_000777760.1		hypothetical protein			SPR_RS02345	288	95	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466391	466801	-							SPR_RS02350	411		old_locus_tag=spr0458
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466391	466801	-	WP_001278301.1	WP_001278301.1		HIT family protein			SPR_RS02350	411	136	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466869	467600	+							SPR_RS02355	732		old_locus_tag=spr0459
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	466869	467600	+	WP_000889919.1	WP_000889919.1		ABC transporter ATP-binding protein			SPR_RS02355	732	243	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	467597	468646	+							SPR_RS02360	1050		old_locus_tag=spr0460
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	467597	468646	+	WP_000653770.1	WP_000653770.1		ABC transporter permease			SPR_RS02360	1050	349	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	468814	469143	-							SPR_RS02365	330		old_locus_tag=spr0461
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	468814	469143	-	WP_000132569.1	WP_000132569.1		hypothetical protein			SPR_RS02365	330	109	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	469419	469757	+							SPR_RS02370	339		old_locus_tag=spr0462
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	469419	469757	+	WP_000682124.1	WP_000682124.1		LytTR family DNA-binding domain-containing protein			SPR_RS02370	339	112	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	469762	470499	+							SPR_RS02375	738		old_locus_tag=spr0463
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	469762	470499	+	WP_001219139.1	WP_001219139.1		response regulator transcription factor			SPR_RS02375	738	245	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	470513	471853	+							SPR_RS02380	1341		old_locus_tag=spr0464
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	470513	471853	+	WP_001017622.1	WP_001017622.1		sensor histidine kinase			SPR_RS02380	1341	446	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	471895	472050	-					blpC		SPR_RS02385	156		old_locus_tag=spr0465
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	471895	472050	-	WP_000358817.1	WP_000358817.1		quorum-sensing system pheromone BlpC	blpC		SPR_RS02385	156	51	
gene	pseudogene	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	472107	473468	-							SPR_RS02390	1362		pseudo;old_locus_tag=spr0466
CDS	without_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	472107	473468	-				bacteriocin secretion accessory protein			SPR_RS02390	1362		pseudo
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	473479	475155	-							SPR_RS02395	1677		old_locus_tag=spr0468
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	473479	475155	-	WP_306423909.1	WP_306423909.1		peptide cleavage/export ABC transporter			SPR_RS02395	1677	558	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	475049	475636	-							SPR_RS11170	588		old_locus_tag=spr0469
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	475049	475636	-	WP_001856103.1	WP_001856103.1		cysteine peptidase family C39 domain-containing protein			SPR_RS11170	588	195	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	475926	476159	+							SPR_RS02400	234		old_locus_tag=spr0470
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	475926	476159	+	WP_001093273.1	WP_001093273.1		hypothetical protein			SPR_RS02400	234	77	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	476191	476880	+							SPR_RS02405	690		old_locus_tag=spr0472
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	476191	476880	+	WP_000760523.1	WP_000760523.1		CPBP family intramembrane glutamic endopeptidase			SPR_RS02405	690	229	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	476922	477155	+					blpZ		SPR_RS02410	234		old_locus_tag=spr0473
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	476922	477155	+	WP_000276498.1	WP_000276498.1		immunity protein BlpZ	blpZ		SPR_RS02410	234	77	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	477306	477917	+							SPR_RS02415	612		old_locus_tag=spr0474
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	477306	477917	+	WP_000394036.1	WP_000394036.1		CPBP family intramembrane glutamic endopeptidase			SPR_RS02415	612	203	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	478078	478872	+					ccrZ		SPR_RS02420	795		old_locus_tag=spr0475
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	478078	478872	+	WP_000363002.1	WP_000363002.1		cell cycle regulator CcrZ	ccrZ		SPR_RS02420	795	264	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	478869	479504	+					trmB		SPR_RS02425	636		old_locus_tag=spr0476
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	478869	479504	+	WP_001266083.1	WP_001266083.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		SPR_RS02425	636	211	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	479630	480109	+					rimP		SPR_RS02430	480		old_locus_tag=spr0477
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	479630	480109	+	WP_001810863.1	WP_001810863.1		ribosome maturation factor RimP	rimP		SPR_RS02430	480	159	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	480153	481289	+					nusA		SPR_RS02435	1137		old_locus_tag=spr0478
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	480153	481289	+	WP_000032293.1	WP_000032293.1		transcription termination factor NusA	nusA		SPR_RS02435	1137	378	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481311	481604	+					rnpM		SPR_RS02440	294		old_locus_tag=spr0479
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481311	481604	+	WP_000857562.1	WP_000857562.1		RNase P modulator RnpM	rnpM		SPR_RS02440	294	97	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481597	481896	+							SPR_RS02445	300		old_locus_tag=spr0480
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481597	481896	+	WP_001041385.1	WP_001041385.1		YlxQ-related RNA-binding protein			SPR_RS02445	300	99	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481913	484705	+					infB		SPR_RS02450	2793		old_locus_tag=spr0481
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	481913	484705	+	WP_000039219.1	WP_000039219.1		translation initiation factor IF-2	infB		SPR_RS02450	2793	930	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	484956	485306	+					rbfA		SPR_RS02455	351		old_locus_tag=spr0482
CDS	with_protein	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	484956	485306	+	WP_000247133.1	WP_000247133.1		30S ribosome-binding factor RbfA	rbfA		SPR_RS02455	351	116	
gene	protein_coding	GCF_000007045.1	Primary Assembly	chromosome		NC_003098.1	485585	486364	+							SPR_RS02460	780		old_locus_tag=spr0483
